"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","+/-"
"*073u6*","James Litman","(N/A)","SP","5809","FA","19","","0","0","-","0%","0%"
"*05mlv*","Christian Little","SEA","SP","5810","FA","22","","0","0","-","1%","0%"
"*06qro*","Jordan Little","CIN","RP","5811","FA","23","","0","0","-","0%","0%"
"*05a1c*","Chih-Jung Liu","BOS","SP","5812","FA","26","","0","0","-","1%","0%"
"*06yxi*","Dean Livingston","ARI","SP","5813","FA","19","","0","0","-","3%","0%"
"*06rlq*","Jesus Lizardo","PIT","C","5814","FA","19","","0","0","-","0%","0%"
"*05n5o*","Victor Lizarraga","SD","SP","5815","FA","22","","0","0","-","3%","0%"
"*04aza*","Mauricio Llovera","(N/A)","RP","5816","FA","29","","0","0","-","0%","0%"
"*05ynv*","Daniel Lloyd","BAL","RP","5817","FA","25","","0","0","-","0%","0%"
"*051bi*","Matt Lloyd","BOS","1B","5818","FA","29","","0","0","-","0%","0%"
"*06zfn*","Jaiden Lo Re","BAL","SS","5819","FA","19","","0","0","-","1%","0%"
"*06rp9*","Alejandro Loaiza","STL","1B","5820","FA","22","","0","0","-","0%","0%"
"*062yn*","Inmer Lobo","PIT","RP","5821","FA","22","","0","0","-","1%","0%"
"*06htt*","Ryan Lobus","TEX","RP","5822","FA","25","","0","0","-","1%","0%"
"*031dr*","Tim Locastro","(N/A)","1B,LF","5823","FA","33","","0","0","-","0%","0%"
"*06qte*","Fulton Lockhart","LAA","RP","5824","FA","22","","0","0","-","0%","0%"
"*05yeu*","Lael Lockhart","DET","SP","5825","FA","28","","0","0","-","0%","0%"
"*0518f*","Nick Lockhart","(N/A)","RP","5826","FA","25","","0","0","-","0%","0%"
"*06opa*","Griffin Lockwood-Powell","LAD","C","5827","FA","28","","0","0","-","0%","0%"
"*06se7*","Alex Lodise","ATL","SS","5828","FA","22","","0","0","-","10%","0%"
"*073kd*","Jordan Lodise","(N/A)","SS","5829","FA","19","","0","0","-","0%","0%"
"*06rud*","Kyle Lodise","CHW","SS","5830","FA","22","","0","0","-","6%","0%"
"*04q25*","Conner Loeprich","(N/A)","SP,RP","5831","FA","28","","0","0","-","0%","0%"
"*06h91*","Justin Loer","COL","RP","5832","FA","23","","0","0","-","0%","0%"
"*066fm*","Joshua Loeschorn","PIT","RP","5833","FA","26","","0","0","-","0%","0%"
"*05r5g*","Carter Loewen","SD","RP","5834","FA","27","","0","0","-","0%","0%"
"*067yg*","Bradley Loftin","(N/A)","SP","5835","FA","22","","0","0","-","0%","0%"
"*066lm*","Jackson Loftin","(N/A)","SS,CF","5836","FA","25","","0","0","-","0%","0%"
"*066fj*","Drake Logan","CHW","CF,RF","5837","FA","25","","0","0","-","0%","0%"
"*066co*","Gavin Logan","ARI","C","5838","FA","26","","0","0","-","0%","0%"
"*06yud*","Sean Loggie","(N/A)","SP","5839","FA","18","","0","0","-","0%","0%"
"*04ejq*","Zach Logue","(N/A)","RP","5840","FA","29","","0","0","-","0%","0%"
"*06zqn*","Camden Lohman","NYM","SP","5841","FA","19","","0","0","-","1%","0%"
"*06qj8*","Jacob Lojewski","(N/A)","SS","5842","FA","24","","0","0","-","0%","0%"
"*06ibi*","Caleb Lomavita","WSH","C","5843","FA","23","","0","0","-","6%","0%"
"*06b72*","George Lombard Jr.","NYY","SS","5844","Triz","20","@SF Wed 8:05PM","0","4","468.3","64%","0%"
"*06ih0*","Jacob Lombard","(N/A)","SS","5845","FA","18","","0","0","-","2%","0%"
"*06yez*","Michael Lombardi","KC","SP,RP","5846","FA","22","","0","0","-","6%","0%"
"*05ubm*","Dylan Lonergan","(N/A)","SP","5847","FA","21","","0","0","-","0%","0%"
"*05uc9*","Ethan Long","SD","1B","5848","FA","24","","0","0","-","0%","0%"
"*06qph*","Jacoby Long","(N/A)","CF","5849","FA","23","","0","0","-","0%","0%"
"*06fqm*","Justin Long","ATL","RP","5850","FA","24","","0","0","-","0%","0%"
"*06bxl*","Ryan Long","BAL","SP,RP","5851","FA","26","","0","0","-","0%","0%"
"*06qir*","Trevor Long","SEA","RP","5852","FA","24","","0","0","-","0%","0%"
"*06r4j*","Anthony Longo","KC","C","5853","FA","19","","0","0","-","0%","0%"
"*067x2*","Darcy Longstaff","(N/A)","RP","5854","FA","22","","0","0","-","0%","0%"
"*06hpz*","Aidan Longwell","COL","1B","5855","FA","24","","0","0","-","1%","0%"
"*04er0*","Seth Lonsway","SF","SP","5856","FA","27","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06qrc*","Eric Loomis","TEX","RP","5857","FA","23","","0","0","-","0%","0%"
"*066ji*","Jimmy Loper","(N/A)","SP","5858","FA","26","","0","0","-","0%","0%"
"*03wkr*","Alejo Lopez","SEA","2B,3B,LF","5859","FA","29","","0","0","-","0%","0%"
"*06rp7*","Carlos Lopez","CLE","RP","5860","FA","19","","0","0","-","0%","0%"
"*06r1q*","Celso Lopez","(N/A)","RP","5861","FA","21","","0","0","-","0%","0%"
"*06rp8*","Chris Lopez","STL","C","5862","FA","20","","0","0","-","0%","0%"
"*06akd*","Christian Lopez","CIN","RP","5863","FA","19","","0","0","-","0%","0%"
"*06bj6*","Daniel Lopez","KC","CF","5864","FA","20","","0","0","-","0%","0%"
"*06r7r*","Eduardito Lopez","(N/A)","2B","5865","FA","19","","0","0","-","0%","0%"
"*04yd9*","Eduardo Lopez","(N/A)","1B","5866","FA","23","","0","0","-","0%","0%"
"*06aq6*","Fabian Lopez","MIA","SS","5867","FA","20","","0","0","-","0%","0%"
"*06rhy*","Gabriel Lopez","COL","C","5868","FA","19","","0","0","-","0%","0%"
"*06ux0*","Gerardo Lopez","PHI","SP","5869","FA","20","","0","0","-","0%","0%"
"*06rh0*","Hiverson Lopez","CLE","C","5949","FA","18","","0","0","-","1%","0%"
"*04ere*","Irving Lopez","(N/A)","2B","5870","FA","30","","0","0","-","0%","0%"
"*02c2o*","Jack Lopez","(N/A)","3B,SS","5871","FA","33","","0","0","-","0%","0%"
"*066op*","Jesus Lopez","TEX","C","5872","FA","20","","0","0","-","1%","0%"
"*06r2y*","Jesus Lopez","TEX","RP","5873","FA","18","","0","0","-","0%","0%"
"*06sb4*","Jesus Lopez","SF","SP","5874","FA","21","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06sb6*","Jesus Lopez","(N/A)","SP","5875","FA","19","","0","0","-","0%","0%"
"*06hwj*","John Lopez","KC","C,2B","5876","FA","20","","0","0","-","0%","0%"
"*0614f*","Jose Lopez","(N/A)","RP","5877","FA","27","","0","0","-","0%","0%"
"*06mdn*","Jose Lopez","(N/A)","RP","5878","FA","20","","0","0","-","0%","0%"
"*06rld*","Jose Lopez","NYM","SP","5879","FA","21","","0","0","-","0%","0%"
"*06rlc*","Josue Lopez","CIN","RP","5880","FA","24","","0","0","-","0%","0%"
"*06z5m*","Juan Lopez","WSH","RP","5881","FA","21","","0","0","-","0%","0%"
"*06pfc*","Leandro Lopez","TEX","RP","5882","FA","23","","0","1","461.6","6%","0%"
"*06bsc*","Moises Lopez","(N/A)","2B","5883","FA","19","","0","0","-","0%","0%"
"*041sg*","Nicky Lopez","COL","2B,3B,SS","5884","FA","30","","0","0","-","1%","0%"
"*043f9*","Pablo Lopez","MIN","SP","5885","Boofers","30","","0","68","523.6","78%","0%"
"*066mc*","Reiner Lopez","STL","RP","5886","FA","19","","0","0","-","1%","0%"
"*05rdq*","Robert Lopez","(N/A)","C","5887","FA","22","","0","0","-","0%","0%"
"*06ulv*","Ronny Lopez","CHC","SP","5888","FA","23","","0","0","-","0%","0%"
"*06rs2*","Aneury Lora","SEA","RP","5889","FA","21","","0","0","-","0%","0%"
"*06l4z*","Nestor Lorant","CIN","SP","5890","FA","23","","0","0","-","0%","0%"
"*06yub*","Denton Lord","(N/A)","SP","5891","FA","18","","0","0","-","0%","0%"
"*06ca0*","Kiefer Lord","BAL","SP","5892","FA","23","","0","0","-","2%","0%"
"*06u6d*","David Lorduy","CIN","SP","5893","FA","22","","0","0","-","0%","0%"
"*06cex*","Abel Lorenzo","LAD","RF","5894","FA","20","","0","0","-","0%","0%"
"*06rl2*","Francisco Loreto","PIT","3B","5895","FA","18","","0","0","-","0%","0%"
"*06dn1*","Nick Lorusso","NYM","1B,3B","5896","FA","25","","0","0","-","0%","0%"
"*072ee*","Qrey Lott","SD","CF","5897","FA","21","","0","0","-","0%","0%"
"*06yyh*","Carter Lovasz","ATL","RP","5898","FA","23","","0","0","-","0%","0%"
"*05uo3*","Austin Love","STL","RP","5899","FA","27","","0","0","-","1%","0%"
"*07319*","Enrique Lovera","MIL","LF","5900","FA","17","","0","0","-","0%","0%"
"*06qev*","Eli Lovich","CHC","RF","5901","FA","20","","0","0","-","2%","0%"
"*06zi2*","Jackson Lovich","NYY","1B","5902","FA","22","@SF Wed 8:05PM","0","0","-","1%","0%"
"*05y4o*","Quinton Low","MIL","SP","5903","FA","23","","0","0","-","0%","0%"
"*0665w*","Collin Lowe","(N/A)","RP","5904","FA","27","","0","0","-","0%","0%"
"*06586*","Isaiah Lowe","SD","SP","5905","FA","22","","0","0","-","3%","0%"
"*06heu*","Hunter Loyd","(N/A)","SP","5906","FA","25","","0","0","-","0%","0%"
"*06mfj*","Geuri Lubo","CHC","RF","5907","FA","22","","0","0","-","0%","0%"
"*06xy3*","Yaxson Lucena","STL","RF","5908","FA","18","","0","0","-","1%","0%"
"*06l52*","Ismael Luciano","COL","SP,RP","5909","FA","23","","0","0","-","0%","0%"
"*06nuc*","Ivan Luciano","ARI","C","5910","FA","19","","0","0","-","1%","0%"
"*066qh*","Jordy Luciano","(N/A)","SP","5911","FA","24","","0","0","-","0%","0%"
"*06r4l*","Sandy Luciano","KC","RF","5912","FA","19","","0","0","-","0%","0%"
"*061zq*","Waner Luciano","HOU","3B","5913","FA","21","","0","0","-","1%","0%"
"*065v7*","Kyle Luckham","WSH","SP","5914","FA","26","","0","0","-","0%","0%"
"*04py1*","Nick Lucky","(N/A)","2B,SS","5915","FA","26","","0","0","-","0%","0%"
"*03dt6*","Drew Lugbauer","(N/A)","1B,3B","5916","FA","29","","0","0","-","0%","0%"
"*06tlm*","Alejandro Lugo","(N/A)","RP","5917","FA","23","","0","0","-","0%","0%"
"*064eu*","Andy Lugo","MIN","1B,3B","5918","FA","21","","0","0","-","0%","0%"
"*06mn9*","Cesar Lugo","CHC","LF","5919","FA","19","","0","0","-","0%","0%"
"*06l0u*","Erick Lugo","(N/A)","LF","5920","FA","19","","0","0","-","0%","0%"
"*06mi7*","Jesus Lugo","BOS","LF","5921","FA","19","","0","0","-","0%","0%"
"*06ica*","Joswa Lugo","LAA","SS","5922","FA","19","","0","0","-","12%","0%"
"*04n0h*","Moises Lugo","(N/A)","RP","5923","FA","27","","0","0","-","0%","0%"
"*04ymb*","William Lugo","PIT","2B,3B,SS","5924","FA","24","","0","0","-","0%","0%"
"*06akj*","Wilmer Lugo","NYM","RP","5925","FA","20","","0","0","-","0%","0%"
"*06rhs*","Yoneiker Lugo","MIL","C","5926","FA","18","","0","0","-","0%","0%"
"*061zn*","Jansel Luis","ARI","2B,3B","5927","FA","21","","0","0","-","13%","0%"
"*066mb*","Yerlin Luis","CLE","LF","5928","FA","20","","0","0","-","0%","0%"
"*06v4r*","Rylan Lujo","(N/A)","3B","5929","FA","20","","0","0","-","0%","0%"
"*06ywa*","Reese Lumpkin","SEA","RP","5930","FA","24","","0","0","-","0%","0%"
"*06ruf*","Alexey Lumpuy","CHC","CF,RF","5931","FA","22","","0","0","-","0%","0%"
"*05yfn*","Gil Luna Jr.","(N/A)","SP","5932","FA","26","","0","0","-","0%","0%"
"*07261*","Emanuel Luna","STL","CF","5933","FA","17","","0","0","-","10%","0%"
"*06njt*","Esteban Luna","BAL","SP","5934","FA","19","","0","0","-","0%","0%"
"*06upy*","Jesus Luna","(N/A)","RP","5935","FA","25","","0","0","-","0%","0%"
"*06cmo*","Jorge Luna","NYY","SP","5936","FA","21","@SF Wed 8:05PM","0","0","-","0%","0%"
"*072p4*","Adrian Lunar","(N/A)","C","5937","FA","17","","0","0","-","0%","0%"
"*06ma5*","Darrel Lunar","WSH","SP","5938","FA","20","","0","0","-","0%","0%"
"*06rsc*","Logan Lunceford","LAD","SP","5939","FA","22","","0","0","-","0%","0%"
"*073sh*","Ethan Lund","(N/A)","SP","5940","FA","20","","0","0","-","0%","0%"
"*06qr2*","Wyatt Lunsford-Shenkman","SEA","RP","5941","FA","22","","0","0","-","0%","0%"
"*03dag*","Jordan Luplow","(N/A)","RF","5942","FA","32","","0","0","-","0%","0%"
"*01gjf*","Jordan Lyles","(N/A)","SP","5943","FA","35","","0","0","-","0%","0%"
"*066f2*","John Lynch","(N/A)","SP","5944","FA","24","","0","0","-","0%","0%"
"*06uwr*","Ryan Lynch","(N/A)","RP","5945","FA","20","","0","0","-","0%","0%"
"*06z47*","Isaac Lyon","WSH","SP","5946","FA","22","","0","0","-","0%","0%"
"*066le*","Jared Lyons","CIN","SP,RP","5947","FA","25","","0","0","-","0%","0%"
"*06zex*","Mason Lytle","HOU","CF","5948","FA","24","","0","0","-","0%","0%"
"*06rfs*","Burke-Lee Mabeus","(N/A)","C","5950","FA","20","","0","0","-","0%","0%"
"*0657c*","Will Mabrey","ARI","RP","5951","FA","25","","0","0","-","0%","0%"
"*06kwl*","JT Mabry","(N/A)","2B","5952","FA","25","","0","0","-","0%","0%"
"*06rpq*","Djean Macares","SF","CF","5958","FA","17","NYY Wed 8:05PM","0","0","-","1%","0%"
"*06z46*","Danny Macchiarola","SEA","SP","5959","FA","21","","0","0","-","0%","0%"
"*06qrm*","Zach MacDonald","DET","CF","5953","FA","22","","0","0","-","0%","0%"
"*04ely*","Tommy Mace","CLE","SP,RP","5960","FA","27","","0","0","-","1%","0%"
"*06z66*","Juan Macero","LAD","3B","5961","FA","18","","0","0","-","0%","0%"
"*041qc*","Travis MacGregor","NYY","RP","5954","FA","28","@SF Wed 8:05PM","0","0","-","0%","0%"
"*062z8*","Anderson Machado","(N/A)","SS","5962","FA","22","","0","0","-","0%","0%"
"*04km8*","Andres Machado","(N/A)","RP","5963","FA","32","","0","0","-","0%","0%"
"*06qk1*","Austin Machado","ATL","C","5964","FA","24","","0","0","-","0%","0%"
"*06rq3*","Diago Machado","SEA","RF","5965","FA","21","","0","0","-","0%","0%"
"*05ao9*","Estiven Machado","(N/A)","SS","5966","FA","23","","0","0","-","0%","0%"
"*06tzx*","Johan Machado","MIA","3B,SS","5967","FA","18","","0","0","-","0%","0%"
"*060qu*","Roilan Machandy","HOU","RF","5968","FA","24","","0","0","-","0%","0%"
"*03qok*","Vimael Machin","COL","3B","5969","FA","32","","0","0","-","0%","0%"
"*05uai*","Irvin Machuca","CIN","RP","5970","FA","25","","0","0","-","0%","0%"
"*06nz1*","Antonis Macias","TEX","2B","5971","FA","21","","0","0","-","0%","0%"
"*06yn1*","Dallas Macias","ATL","LF","5972","FA","22","","0","0","-","0%","0%"
"*06rsq*","Johan Macias","LAA","2B,SS","5973","FA","23","","0","0","-","0%","0%"
"*04puv*","Josh Maciejewski","(N/A)","RP","5974","FA","30","","0","0","-","0%","0%"
"*06c7v*","Bernard Mack","STL","SP","5975","FA","20","","0","0","-","0%","0%"
"*04ps1*","Charles Mack","(N/A)","SS","5976","FA","26","","0","0","-","0%","0%"
"*06yar*","Landon Mack","(N/A)","SP","5977","FA","20","","0","0","-","0%","0%"
"*06zi1*","Zack Mack","NYM","RP","5978","FA","23","","0","0","-","0%","0%"
"*05mrk*","Dylan MacLean","TEX","SP,RP","5955","FA","23","","0","0","-","1%","0%"
"*05rek*","Christian MacLeod","MIN","SP,RP","5956","FA","25","","0","0","-","1%","0%"
"*06zew*","Coleman MacRae","HOU","SP","5957","FA","22","","0","0","-","0%","0%"
"*04b21*","Angel Macuare","(N/A)","RP","5979","FA","26","","0","0","-","0%","0%"
"*05ym9*","Jake Madden","COL","RP","5980","FA","24","","0","0","-","1%","0%"
"*06yyg*","Riley Maddox","WSH","SP,RP","5981","FA","0","","0","0","-","0%","0%"
"*06ibv*","Jesus Made","MIL","SS","5982","FA","18","","0","7","471.3","72%","0%"
"*0527f*","Kevin Made","WSH","2B,SS","5983","FA","23","","0","0","-","2%","0%"
"*06bpu*","Emannoel Madeira","(N/A)","SP","5984","FA","19","","0","0","-","0%","0%"
"*06r44*","Steven Madero","DET","1B","5985","FA","19","","0","0","-","0%","0%"
"*04ptu*","Ben Madison","(N/A)","SP,RP","5986","FA","28","","0","0","-","0%","0%"
"*070by*","Truitt Madonna","SD","C","5987","FA","18","","0","0","-","1%","0%"
"*06qv3*","Bryce Madron","(N/A)","CF","5988","FA","24","","0","0","-","0%","0%"
"*062ze*","Jediael Maduro","(N/A)","LF","5989","FA","22","","0","0","-","0%","0%"
"*06zgq*","Kendrey Maduro","LAA","3B","5990","FA","21","","0","0","-","0%","0%"
"*06ulu*","Fermin Magallanes","BAL","RP","5991","FA","24","","0","0","-","0%","0%"
"*06yys*","Mario Magana","(N/A)","CF","5992","FA","19","","0","0","-","0%","0%"
"*06pmw*","Bryan Magdaleno","TEX","RP","5993","FA","25","","0","0","-","0%","0%"
"*06qsg*","Ryan Magdic","ATH","RP","5994","FA","25","","0","0","-","0%","0%"
"*06hoz*","Cam Magee","(N/A)","SS","5995","FA","23","","0","0","-","0%","0%"
"*02hnm*","Drew Maggi","(N/A)","2B","5996","FA","36","","0","0","-","0%","0%"
"*06qke*","Grant Magill","CHW","C","5997","FA","25","","0","0","-","0%","0%"
"*051bg*","Andrew Magno","BAL","RP","5998","FA","27","","0","0","-","0%","0%"
"*05ogx*","Solomon Maguire","(N/A)","CF","5999","FA","23","","0","0","-","0%","0%"
"*06yyf*","Lucas Mahlstedt","LAA","RP","6000","FA","22","","0","0","-","0%","0%"
"*06dq6*","Jack Mahoney","COL","SP","6001","FA","24","","0","0","-","1%","0%"
"*06uy0*","Jack Mahoney","ATH","RP","6002","FA","26","","0","0","-","0%","0%"
"*05xu6*","Adam Maier","ATL","SP","6003","FA","24","","0","0","-","1%","0%"
"*02n1q*","Luke Maile","KC","C","6004","FA","35","","0","0","-","0%","0%"
"*0401b*","Kevin Maitan","(N/A)","1B","6005","FA","26","","0","0","-","1%","0%"
"*06z5b*","Cesar Maiz","CIN","SP","6006","FA","17","","0","0","-","0%","0%"
"*06nm0*","Aidan Major","CLE","SP","6007","FA","22","","0","0","-","1%","0%"
"*06hub*","Alex Makarewich","LAD","RP","6008","FA","24","","0","0","-","0%","0%"
"*06qkd*","Alec Makarewicz","CHW","1B,3B","6009","FA","25","","0","0","-","0%","0%"
"*067z5*","Shugo Maki","(N/A)","2B","6010","FA","27","","0","0","-","0%","0%"
"*060oi*","Chance Mako","(N/A)","SP","6011","FA","21","","0","0","-","0%","0%"
"*06uwp*","Cooper Malamazian","(N/A)","SS","6012","FA","19","","0","0","-","0%","0%"
"*066l8*","Aidan Maldonado","MIL","RP","6013","FA","25","","0","0","-","0%","0%"
"*06cmg*","Cam Maldonado","SF","RF","6014","FA","22","NYY Wed 8:05PM","0","0","-","2%","0%"
"*0620s*","Gerelmi Maldonado","SF","SP","6015","FA","22","NYY Wed 8:05PM","0","0","-","1%","0%"
"*021t6*","Martin Maldonado","SD","C","6016","FA","39","","0","0","-","0%","0%"
"*0603j*","Nick Maldonado","MIA","RP","6017","FA","25","","0","0","-","0%","0%"
"*05yhl*","Ben Malgeri","DET","CF,RF","6018","FA","26","","0","0","-","0%","0%"
"*06hyx*","Dalton Mall","(N/A)","SP","6019","FA","26","","0","0","-","0%","0%"
"*06qij*","Josh Mallitz","SD","RP","6020","FA","24","","0","0","-","0%","0%"
"*04y7b*","Brennan Malone","(N/A)","RP","6021","FA","25","","0","0","-","2%","0%"
"*06mid*","Maddox Malony","(N/A)","3B","6022","FA","21","","0","0","-","0%","0%"
"*06h00*","Rorik Maltrud","CLE","SP","6023","FA","25","","0","0","-","0%","0%"
"*06rix*","Alexander Mambel","BOS","1B","6024","FA","19","","0","0","-","0%","0%"
"*066jq*","Joey Mancini","HOU","SP,RP","6025","FA","25","","0","0","-","0%","0%"
"*06gic*","Mark Manfredi","MIL","RP","6026","FA","25","","0","0","-","0%","0%"
"*06qp0*","Thomas Mangus","CHC","RP","6027","FA","22","","0","0","-","0%","0%"
"*072ic*","Rocco Maniscalco","(N/A)","SS","6028","FA","16","","0","0","-","0%","0%"
"*04pr2*","Devin Mann","(N/A)","1B,3B","6029","FA","29","","0","0","-","0%","0%"
"*06hx0*","Hunter Mann","COL","RP","6030","FA","24","","0","0","-","0%","0%"
"*06do7*","Luke Mann","ATH","1B,3B","6031","FA","25","","0","0","-","0%","0%"
"*06ih7*","Chusei Mannami","(N/A)","1B","6032","FA","25","","0","0","-","0%","0%"
"*041m1*","Matt Manning","(N/A)","RP","6033","FA","28","","0","0","-","3%","0%"
"*06umb*","Noah Manning","(N/A)","RP","6034","FA","23","","0","0","-","0%","0%"
"*05jq4*","Timmy Manning","(N/A)","RP","6035","FA","24","","0","0","-","0%","0%"
"*072hh*","Jose Manon","(N/A)","SS","6036","FA","17","","0","0","-","3%","0%"
"*06bt4*","Renair Manrique","(N/A)","SS","6037","FA","20","","0","0","-","0%","0%"
"*03mle*","Joe Mantiply","TOR","RP","6038","FA","35","","0","0","-","1%","0%"
"*06ky4*","Marco Manzano","NYY","RP","6039","FA","22","@SF Wed 8:05PM","0","0","-","0%","0%"
"*05uwh*","Mikell Manzano","(N/A)","RP","6040","FA","23","","0","0","-","0%","0%"
"*06r50*","Anyel Manzueta","WSH","RP","6041","FA","19","","0","0","-","0%","0%"
"*06tsv*","Sami Manzueta","HOU","2B,3B","6042","FA","17","","0","0","-","1%","0%"
"*06mw5*","Luis Maracara","SD","RP","6043","FA","18","","0","0","-","0%","0%"
"*06suq*","Agustin Marcano","(N/A)","C","6044","FA","19","","0","0","-","0%","0%"
"*060oh*","Carlos Marcano","DET","SP","6045","FA","22","","0","0","-","0%","0%"
"*06gy9*","Jose Marcano","CLE","1B","6046","FA","20","","0","0","-","0%","0%"
"*06jgy*","Jose Marcano","TEX","C","6047","FA","19","","0","0","-","0%","0%"
"*05tdm*","Rafael Marcano","(N/A)","RP","6048","FA","25","","0","0","-","0%","0%"
"*04t41*","Tucupita Marcano","(N/A)","LF","6049","FA","26","","0","0","-","0%","0%"
"*070cv*","Orlando Marcelin","TOR","RP","6050","FA","18","","0","0","-","0%","0%"
"*06aju*","Hansel Marcelino","(N/A)","RP","6051","FA","23","","0","0","-","0%","0%"
"*06o04*","Manuel Marchan","CIN","SP","6052","FA","18","","0","0","-","0%","0%"
"*06rhv*","Moises Marchan","KC","C","6054","FA","18","","0","0","-","1%","0%"
"*061vz*","Jorge Marcheco","ATH","SP,RP","6053","FA","23","","0","0","-","1%","0%"
"*06yaq*","Jake Marciano","(N/A)","SP","6055","FA","19","","0","0","-","0%","0%"
"*06qr4*","Brady Marget","TB","1B","6056","FA","23","","0","0","-","0%","0%"
"*04eie*","Nick Margevicius","SF","SP","6057","FA","29","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06jgh*","Yander Maria","CHC","SP","6058","FA","19","","0","0","-","0%","0%"
"*06uxs*","Diovel Mariano","CLE","RP","6059","FA","22","","0","0","-","0%","0%"
"*06icf*","Naibel Mariano","CIN","SS","6060","FA","19","","0","0","-","1%","0%"
"*06onr*","Reyli Mariano","LAD","2B","6061","FA","19","","0","0","-","1%","0%"
"*06sup*","Jermaine Maricuto","(N/A)","1B","6062","FA","20","","0","0","-","0%","0%"
"*06r32*","Alexis Marin","(N/A)","SP","6063","FA","21","","0","0","-","0%","0%"
"*06mi6*","Jahir Marin","(N/A)","C","6064","FA","19","","0","0","-","0%","0%"
"*05xdf*","Junior Marin","(N/A)","LF","6065","FA","21","","0","0","-","1%","0%"
"*06riv*","Liosward Marin","BOS","UT","6066","FA","19","","0","0","-","0%","0%"
"*06rft*","Manny Marin","(N/A)","SS","6067","FA","20","","0","0","-","0%","0%"
"*06rkd*","Nelson Marin","(N/A)","C,1B","6068","FA","20","","0","0","-","0%","0%"
"*06zev*","Louis Marinaro","TEX","RP","6069","FA","21","","0","0","-","0%","0%"
"*06rl8*","Luis Marinez","(N/A)","1B","6070","FA","24","","0","0","-","0%","0%"
"*06ya0*","Stiven Marinez","NYY","SS","6071","FA","18","@SF Wed 8:05PM","0","0","-","1%","0%"
"*04l9z*","Ynmanol Marinez","(N/A)","SS","6072","FA","24","","0","0","-","0%","0%"
"*02hiz*","Michael Mariot","(N/A)","SP,RP","6073","FA","37","","0","0","-","0%","0%"
"*01sit*","Jake Marisnick","(N/A)","CF","6074","FA","34","","0","0","-","0%","0%"
"*06za9*","Easton Marks","COL","SP","6075","FA","22","","0","0","-","0%","0%"
"*05u9a*","Jordan Marks","(N/A)","RP","6076","FA","26","","0","0","-","0%","0%"
"*051fl*","Cade Marlowe","ATH","RF","6077","FA","28","","0","0","-","4%","0%"
"*06lwl*","Eddy Marmolejos","WSH","3B","6078","FA","19","","0","0","-","0%","0%"
"*0730e*","Ryan Marohn","(N/A)","SP","6079","FA","21","","0","0","-","0%","0%"
"*06dq2*","Landen Maroudis","TOR","SP","6080","FA","21","","0","0","-","5%","0%"
"*0669w*","Austin Marozas","TOR","RP","6081","FA","27","","0","0","-","0%","0%"
"*06qqr*","Anthony Marquez","SF","SS","6082","FA","19","NYY Wed 8:05PM","0","0","-","0%","0%"
"*06bj4*","Anyelo Marquez","LAA","2B","6083","FA","20","","0","0","-","0%","0%"
"*06v29*","Edinzo Marquez","NYY","SP","6084","FA","21","@SF Wed 8:05PM","0","0","-","0%","0%"
"*05u1r*","Emilio Marquez","(N/A)","RP","6085","FA","27","","0","0","-","0%","0%"
"*05l1l*","Franklin Marquez","(N/A)","SP","6086","FA","23","","0","0","-","0%","0%"
"*06bn0*","Gustavo Marquez","(N/A)","CF","6087","FA","21","","0","0","-","0%","0%"
"*06kxz*","Jesus Marquez","(N/A)","1B","6088","FA","19","","0","0","-","0%","0%"
"*06uvt*","Luis Marquez","TEX","2B,SS","6089","FA","20","","0","0","-","0%","0%"
"*06r5t*","Noslen Marquez","(N/A)","SP","6090","FA","20","","0","0","-","0%","0%"
"*06y0k*","Ramon Marquez","PHI","SP","6091","FA","19","","0","0","-","4%","0%"
"*070kr*","Victor Marquez","PIT","C","6092","FA","17","","0","0","-","0%","0%"
"*06rw4*","Adriano Marrero","LAD","SP","6093","FA","18","","0","0","-","0%","0%"
"*06idy*","Andrew Marrero","(N/A)","RP","6094","FA","25","","0","0","-","0%","0%"
"*06rt5*","Elias Marrero","PHI","UT","6095","FA","18","","0","0","-","0%","0%"
"*04psx*","Elih Marrero","KC","C","6096","FA","28","","0","0","-","0%","0%"
"*0518e*","Wendell Marrero","(N/A)","RF","6097","FA","25","","0","0","-","0%","0%"
"*06pq7*","Mason Marriott","ARI","SP","6098","FA","23","","0","0","-","1%","0%"
"*0512c*","Alec Marsh","KC","SP","6099","FA","27","","0","0","-","10%","0%"
"*06qlb*","Chandler Marsh","BAL","RP","6100","FA","23","","0","0","-","0%","0%"
"*06uw4*","Tatum Marsh","(N/A)","LF","6101","FA","20","","0","0","-","0%","0%"
"*0657y*","Shane Marshall","(N/A)","RP","6102","FA","25","","0","0","-","0%","0%"
"*06kww*","Duncan Marsten","(N/A)","SP","6103","FA","20","","0","0","-","0%","0%"
"*06rk5*","Angel Marte","(N/A)","C","6104","FA","20","","0","0","-","0%","0%"
"*06bl3*","Francis Marte","ATH","SP","6105","FA","20","","0","0","-","0%","0%"
"*04ydj*","Jose Marte","NYM","RP","6106","FA","29","","0","0","-","0%","0%"
"*066rs*","Modeifi Marte","ARI","1B","6107","FA","23","","0","0","-","0%","0%"
